id,Row,Column,Individual,Percent_Digested,Date,Plate,Absorbance1,Absorbance2,Abs2_1
447,E,6,235,4.728132388,42027,8,0.403,0.423,0.02
448,F,6,236,4.320987654,42027,8,0.465,0.486,0.021
449,G,6,237,11.75166297,42027,8,0.398,0.451,0.053
450,H,6,238,18.58585859,42027,8,0.403,0.495,0.092
451,B,8,239,8.595641646,42027,8,0.755,0.826,0.071
452,C,8,240,30.7860262,42027,8,0.634,0.916,0.282
453,D,8,241,9.220985692,42027,8,0.571,0.629,0.058
454,E,8,242,22.36024845,42027,8,0.25,0.322,0.072
455,G,8,244,12.34042553,42027,8,0.618,0.705,0.087
456,H,8,245,28.6637931,42027,8,0.331,0.464,0.133
457,A,10,P721Q,22.66009852,42027,8,0.471,0.609,0.138
458,B,10,239,9.775429326,42027,8,0.683,0.757,0.074
459,C,10,240,4.29769392,42027,8,0.913,0.954,0.041
460,E,10,242,29.8245614,42027,8,0.24,0.342,0.102
461,F,10,243,30.63973064,42027,8,0.412,0.594,0.182
462,G,10,244,10.74481074,42027,8,0.731,0.819,0.088
463,H,10,245,28.89908257,42027,8,0.31,0.436,0.126
464,B,12,239,9.898477157,42027,8,0.71,0.788,0.078
465,C,12,240,3.967327888,42027,8,0.823,0.857,0.034
466,D,12,241,2.903225806,42027,8,0.602,0.62,0.018
467,E,12,242,39.57783641,42027,8,0.229,0.379,0.15
468,F,12,243,32.80507132,42027,8,0.424,0.631,0.207
469,G,12,244,7.624633431,42027,8,0.63,0.682,0.052
470,H,12,245,30.55028463,42027,8,0.366,0.527,0.161
471,A,2,246,3.453453453,42030,9,0.643,0.666,0.023
472,B,2,247,11.70483461,42030,9,0.694,0.786,0.092
473,C,2,248,13.08500478,42030,9,0.91,1.047,0.137
474,D,2,249,28.81944444,42030,9,0.41,0.576,0.166
475,E,2,250,7.869742198,42030,9,0.679,0.737,0.058
476,F,2,251,8.863198459,42030,9,0.473,0.519,0.046
477,G,2,252,10.28985507,42030,9,0.619,0.69,0.071
478,H,2,253,27.39495798,42030,9,0.432,0.595,0.163
479,B,4,247,13.74045802,42030,9,0.565,0.655,0.09
480,C,4,248,5.50381033,42030,9,1.116,1.181,0.065
481,D,4,249,29.81072555,42030,9,0.445,0.634,0.189
482,E,4,250,11.56914894,42030,9,0.665,0.752,0.087
483,F,4,251,19.41176471,42030,9,0.411,0.51,0.099
484,G,4,252,16.42011834,42030,9,0.565,0.676,0.111
485,H,4,253,23.06547619,42030,9,0.517,0.672,0.155
486,A,6,246,4.893813481,42030,9,1.03,1.083,0.053
487,B,6,247,7.682291667,42030,9,0.709,0.768,0.059
488,C,6,248,16.48484848,42030,9,0.689,0.825,0.136
489,D,6,249,23.48623853,42030,9,0.417,0.545,0.128
490,E,6,250,14.39628483,42030,9,0.553,0.646,0.093
491,F,6,251,10.46875,42030,9,0.573,0.64,0.067
492,G,6,252,12.62553802,42030,9,0.609,0.697,0.088
493,H,6,253,28,42030,9,0.396,0.55,0.154
494,A,8,Tx623,9.833585477,42030,9,0.596,0.661,0.065
495,B,8,254,10.3030303,42030,9,0.888,0.99,0.102
496,C,8,255,9.79020979,42030,9,0.516,0.572,0.056
497,D,8,256,10.32702238,42030,9,0.521,0.581,0.06
498,E,8,257,12.37458194,42030,9,0.786,0.897,0.111
499,F,8,258,25.12908778,42030,9,0.435,0.581,0.146
500,G,8,259,17.66233766,42030,9,0.634,0.77,0.136
501,H,8,260,16.30136986,42030,9,0.611,0.73,0.119
502,A,10,P721Q,24.56375839,42030,9,0.562,0.745,0.183
503,B,10,254,10.22364217,42030,9,0.843,0.939,0.096
504,C,10,255,16.9544741,42030,9,0.529,0.637,0.108
505,D,10,256,13.33333333,42030,9,0.377,0.435,0.058
506,E,10,257,17.89737171,42030,9,0.656,0.799,0.143
507,F,10,258,29.27631579,42030,9,0.43,0.608,0.178
508,G,10,259,10.1758794,42030,9,0.715,0.796,0.081
509,H,10,260,15.84699454,42030,9,0.77,0.915,0.145
510,B,12,254,28.16455696,42030,9,0.454,0.632,0.178
511,C,12,255,12.01657459,42030,9,0.637,0.724,0.087
512,D,12,256,5.973451327,42030,9,0.425,0.452,0.027
513,E,12,257,16.52977413,42030,9,0.813,0.974,0.161
514,F,12,258,25.80152672,42030,9,0.486,0.655,0.169
515,G,12,259,13.16085489,42030,9,0.772,0.889,0.117
516,H,12,260,26.74418605,42030,9,0.567,0.774,0.207
517,A,2,261,31.33640553,42030,10,0.298,0.434,0.136
518,B,2,262,11.46304676,42030,10,0.587,0.663,0.076
519,C,2,263,6.594724221,42030,10,0.779,0.834,0.055
520,D,2,264,13.01369863,42030,10,0.635,0.73,0.095
521,E,2,265,14.40993789,42030,10,0.689,0.805,0.116
522,F,2,266,40.8388521,42030,10,0.268,0.453,0.185
523,G,2,267,11.86650185,42030,10,0.713,0.809,0.096
524,H,2,268,42.1641791,42030,10,0.31,0.536,0.226
525,A,4,261,26.86567164,42030,10,0.392,0.536,0.144
526,B,4,262,5.906593407,42030,10,0.685,0.728,0.043
527,C,4,263,7.386363636,42030,10,0.815,0.88,0.065
528,D,4,264,6.311360449,42030,10,0.668,0.713,0.045
529,E,4,265,8.137044968,42030,10,0.858,0.934,0.076
530,F,4,266,27.05882353,42030,10,0.372,0.51,0.138
531,G,4,267,10.46357616,42030,10,0.676,0.755,0.079
532,H,4,268,34.29811867,42030,10,0.454,0.691,0.237
533,A,6,261,23.33333333,42030,10,0.437,0.57,0.133
534,C,6,263,45.48693587,42030,10,0.459,0.842,0.383
535,D,6,264,8.838383838,42030,10,0.722,0.792,0.07
536,E,6,265,9.379128137,42030,10,0.686,0.757,0.071
537,F,6,266,24.58471761,42030,10,0.454,0.602,0.148
538,G,6,267,17.50380518,42030,10,0.542,0.657,0.115
539,H,6,268,31.55487805,42030,10,0.449,0.656,0.207
540,A,8,Tx623,10.99050204,42030,10,0.656,0.737,0.081
541,B,8,269,9.63060686,42030,10,0.685,0.758,0.073
542,C,8,270,11.78247734,42030,10,0.876,0.993,0.117
543,D,8,271,16.42105263,42030,10,0.397,0.475,0.078
544,E,8,272,17.21105528,42030,10,0.659,0.796,0.137
545,F,8,273,12.01334816,42030,10,0.791,0.899,0.108
546,G,8,274,14.41090555,42030,10,0.879,1.027,0.148
547,H,8,275,22.909699,42030,10,0.461,0.598,0.137
548,B,10,269,11.45251397,42030,10,0.634,0.716,0.082
549,C,10,270,10.76458753,42030,10,0.887,0.994,0.107
550,D,10,271,20.11331445,42030,10,0.282,0.353,0.071
551,E,10,272,12.73364486,42030,10,0.747,0.856,0.109
552,F,10,273,7.708119219,42030,10,0.898,0.973,0.075
553,G,10,274,7.868525896,42030,10,0.925,1.004,0.079
554,H,10,275,25.03703704,42030,10,0.506,0.675,0.169
555,B,12,269,11.8556701,42030,10,0.684,0.776,0.092
556,D,12,271,23.42342342,42030,10,0.255,0.333,0.078
557,E,12,272,20.05457026,42030,10,0.586,0.733,0.147
558,F,12,273,68.24894515,42030,10,0.301,0.948,0.647
559,G,12,274,63.32350049,42030,10,0.373,1.017,0.644
560,H,12,275,19.8019802,42030,10,0.486,0.606,0.12
561,D,2,279,2.847457627,42031,11,0.716,0.737,0.021
562,E,2,280,9.143807149,42031,11,0.546,0.601,0.055
563,F,2,281,16.23488774,42031,11,0.242,0.289,0.047
564,G,2,282,6.389157793,42031,11,0.483,0.516,0.033
565,H,2,283,23.94995532,42031,11,0.425,0.559,0.134
566,A,4,276,1.059803179,42031,11,0.653,0.66,0.007
567,B,4,277,4.859529233,42031,11,0.626,0.658,0.032
568,C,4,278,6.671501088,42031,11,0.643,0.689,0.046
569,D,4,279,1.516195727,42031,11,0.714,0.725,0.011
570,E,4,280,15.82200247,42031,11,0.34,0.404,0.064
571,F,4,281,14.44270016,42031,11,0.272,0.318,0.046
572,G,4,282,17.67626614,42031,11,0.414,0.503,0.089
573,H,4,283,27.12815716,42031,11,0.389,0.534,0.145
574,E,6,280,22.2745098,42031,11,0.495,0.637,0.142
575,F,6,281,9.612817089,42031,11,0.338,0.374,0.036
576,G,6,282,2.666666667,42031,11,0.693,0.712,0.019
577,H,6,283,27.47791953,42031,11,0.369,0.509,0.14
578,A,8,Tx623,4.106463878,42031,11,0.63,0.657,0.027
579,B,8,284,12.5399872,42031,11,0.683,0.781,0.098
580,C,8,285,2.039660057,42031,11,0.864,0.882,0.018
581,D,8,286,7.052896725,42031,11,0.553,0.595,0.042
582,E,8,287,9.689629069,42031,11,0.596,0.66,0.064
583,F,8,288,13.26370757,42031,11,0.83,0.957,0.127
584,G,8,289,29.87630828,42031,11,0.368,0.525,0.157
585,H,8,290,10.69340017,42031,11,0.534,0.598,0.064
586,A,10,P721Q,8.424599832,42031,11,0.543,0.593,0.05
587,B,10,284,10.96275474,42031,11,0.633,0.711,0.078
588,C,10,285,6.024981631,42031,11,0.639,0.68,0.041
589,D,10,286,10.04329004,42031,11,0.519,0.577,0.058
590,E,10,287,6.224406224,42031,11,0.572,0.61,0.038
591,F,10,288,18.18181818,42031,11,0.562,0.687,0.125
592,G,10,289,12.33000907,42031,11,0.483,0.551,0.068
593,H,10,290,4.127257094,42031,11,0.557,0.581,0.024
594,B,12,284,19.47101857,42031,11,0.715,0.888,0.173
595,C,12,285,10.17385705,42031,11,0.697,0.776,0.079
596,D,12,286,2.784602785,42031,11,0.593,0.61,0.017
597,E,12,287,8.655737705,42031,11,0.696,0.762,0.066
598,F,12,288,2.021478206,42031,11,0.775,0.791,0.016
599,G,12,289,16.6838311,42031,11,0.404,0.485,0.081
600,H,12,290,2.561756633,42031,11,0.532,0.546,0.014
601,A,2,291,0.127064803,42031,12,0.786,0.787,0.001
602,B,2,292,14.05529954,42031,12,0.373,0.434,0.061
603,C,2,293,13.2218845,42031,12,0.571,0.658,0.087
604,D,2,294,6,42031,12,0.705,0.75,0.045
605,E,2,295,6.739526412,42031,12,0.512,0.549,0.037
606,F,2,296,4.161566707,42031,12,0.783,0.817,0.034
607,G,2,297,12.01923077,42031,12,0.549,0.624,0.075
608,H,2,298,26.31578947,42031,12,0.406,0.551,0.145
609,A,4,291,15.89627959,42031,12,0.746,0.887,0.141
610,B,4,292,10.05385996,42031,12,0.501,0.557,0.056
611,C,4,293,5.761316872,42031,12,0.458,0.486,0.028
612,D,4,294,8.489208633,42031,12,0.636,0.695,0.059
613,E,4,295,23.30097087,42031,12,0.316,0.412,0.096
614,F,4,296,7.116564417,42031,12,0.757,0.815,0.058
615,G,4,297,7.903780069,42031,12,0.804,0.873,0.069
616,H,4,298,30.11494253,42031,12,0.304,0.435,0.131
617,A,6,291,5.099502488,42031,12,0.763,0.804,0.041
618,B,6,292,9.39334638,42031,12,0.463,0.511,0.048
619,C,6,293,12.14421252,42031,12,0.463,0.527,0.064
620,D,6,294,11.16584565,42031,12,0.541,0.609,0.068
621,E,6,295,19.30501931,42031,12,0.418,0.518,0.1
622,F,6,296,9.571788413,42031,12,0.718,0.794,0.076
623,G,6,297,8.286038593,42031,12,0.808,0.881,0.073
624,A,8,Tx623,7.084019769,42031,12,0.564,0.607,0.043
625,B,8,299,15.89403974,42031,12,0.381,0.453,0.072
626,C,8,300,4.963235294,42031,12,0.517,0.544,0.027
627,D,8,301,16.09195402,42031,12,0.365,0.435,0.07
628,E,8,302,14.43850267,42031,12,0.32,0.374,0.054
629,F,8,303,13.4057971,42031,12,0.478,0.552,0.074
630,G,8,304,16.35883905,42031,12,0.634,0.758,0.124
631,H,8,305,33.18181818,42031,12,0.294,0.44,0.146
632,A,10,P721Q,27.81289507,42031,12,0.571,0.791,0.22
633,B,10,299,13.80597015,42031,12,0.462,0.536,0.074
634,C,10,300,15.71428571,42031,12,0.413,0.49,0.077
635,D,10,301,22.53521127,42031,12,0.275,0.355,0.08
636,E,10,302,10.4519774,42031,12,0.317,0.354,0.037
637,F,10,303,19.25343811,42031,12,0.411,0.509,0.098
638,G,10,304,11.62790698,42031,12,0.684,0.774,0.09
639,H,10,305,33.77192982,42031,12,0.302,0.456,0.154
640,B,12,299,4.966139955,42031,12,0.421,0.443,0.022
641,C,12,300,9.137055838,42031,12,0.358,0.394,0.036
642,D,12,301,25.58922559,42031,12,0.221,0.297,0.076
643,E,12,302,8.125,42031,12,0.294,0.32,0.026
644,F,12,303,10.68548387,42031,12,0.443,0.496,0.053
645,G,12,304,14.52095808,42031,12,0.571,0.668,0.097
646,H,12,305,37.55102041,42031,12,0.306,0.49,0.184
647,A,2,306,8.527131783,42032,13,0.591,0.646,0.055
648,B,2,307,32.28021978,42032,13,0.494,0.729,0.235
649,C,2,308,11.47715197,42032,13,0.834,0.942,0.108
650,D,2,309,13.65360303,42032,13,0.684,0.792,0.108
651,E,2,310,9.759188847,42032,13,0.713,0.79,0.077
652,F,2,311,14.66965286,42032,13,0.763,0.894,0.131
653,G,2,312,11.52849741,42032,13,0.684,0.773,0.089
654,H,2,313,11.40065147,42032,13,0.817,0.922,0.105
655,A,4,306,9.497206704,42032,13,0.649,0.717,0.068
656,B,4,307,28.80299252,42032,13,0.572,0.803,0.231
657,C,4,308,3.69955157,42032,13,0.86,0.893,0.033
658,D,4,309,13.10043668,42032,13,0.598,0.688,0.09
659,E,4,310,4.880694143,42032,13,0.878,0.923,0.045
660,F,4,311,11.42217245,42032,13,0.792,0.894,0.102
661,G,4,312,12.86764706,42032,13,0.712,0.817,0.105
662,H,4,313,19.17502787,42032,13,0.726,0.898,0.172
663,B,6,307,24,42032,13,0.495,0.651,0.156
664,C,6,308,5.099778271,42032,13,0.857,0.903,0.046
665,D,6,309,7.528409091,42032,13,0.652,0.705,0.053
666,E,6,310,3.048065651,42032,13,0.828,0.854,0.026
667,G,6,312,5.912162162,42032,13,0.558,0.593,0.035
668,H,6,313,10,42032,13,0.775,0.861,0.086
669,B,8,314,11.79554391,42032,13,0.674,0.764,0.09
670,C,8,315,3.882575758,42032,13,1.016,1.057,0.041
671,D,8,316,8.585858586,42032,13,0.725,0.793,0.068
672,E,8,317,10.63829787,42032,13,0.547,0.612,0.065
673,F,8,318,22.95302013,42032,13,0.575,0.746,0.171
674,G,8,319,9.649952696,42032,13,0.956,1.058,0.102
675,H,8,320,18.9435337,42032,13,0.446,0.55,0.104
676,A,10,P721Q,23.87676508,42032,13,0.594,0.78,0.186
677,B,10,314,11.4658926,42032,13,0.611,0.69,0.079
678,C,10,315,6.849315068,42032,13,1.021,1.096,0.075
679,D,10,316,14.75903614,42032,13,0.567,0.665,0.098
680,E,10,317,21.67414051,42032,13,0.525,0.67,0.145
681,F,10,318,19.21708185,42032,13,0.682,0.844,0.162
682,G,10,319,12.9740519,42032,13,0.873,1.003,0.13
683,H,10,320,17.9245283,42032,13,0.523,0.637,0.114
684,B,12,314,12.44239631,42032,13,0.571,0.652,0.081
685,C,12,315,12.65690377,42032,13,0.836,0.957,0.121
686,D,12,316,11.18110236,42032,13,0.565,0.636,0.071
687,E,12,317,7.993730408,42032,13,0.588,0.639,0.051
688,F,12,318,14.32664756,42032,13,0.599,0.699,0.1
689,G,12,319,5.273631841,42032,13,0.953,1.006,0.053
690,H,12,320,10.88295688,42032,13,0.435,0.488,0.053
691,A,2,321,6.948228883,42032,14,0.683,0.734,0.051
692,B,2,322,27.38095238,42032,14,0.366,0.504,0.138
693,C,2,323,9.393579073,42032,14,0.762,0.841,0.079
694,D,2,324,11.08786611,42032,14,0.425,0.478,0.053
695,E,2,325,11.3490364,42032,14,0.414,0.467,0.053
696,F,2,326,13.39285714,42032,14,0.776,0.896,0.12
697,G,2,327,24.59312839,42032,14,0.417,0.553,0.136
698,H,2,328,10.68493151,42032,14,0.652,0.73,0.078
699,A,4,321,11.07325383,42032,14,0.522,0.587,0.065
700,B,4,322,19.02834008,42032,14,0.4,0.494,0.094
701,C,4,323,23.76093294,42032,14,0.523,0.686,0.163
702,D,4,324,15.19823789,42032,14,0.385,0.454,0.069
703,E,4,325,14.76510067,42032,14,0.381,0.447,0.066
704,F,4,326,9.055876686,42032,14,0.944,1.038,0.094
705,G,4,327,8.860759494,42032,14,0.576,0.632,0.056
706,H,4,328,13.70420624,42032,14,0.636,0.737,0.101
707,A,6,321,10.68249258,42032,14,0.602,0.674,0.072
708,B,6,322,18.82129278,42032,14,0.427,0.526,0.099
709,C,6,323,3.760445682,42032,14,0.691,0.718,0.027
710,D,6,324,11.5942029,42032,14,0.366,0.414,0.048
711,E,6,325,10,42032,14,0.36,0.4,0.04
712,F,6,326,18.28103683,42032,14,0.599,0.733,0.134
713,G,6,327,12.6459144,42032,14,0.449,0.514,0.065
714,H,6,328,11.03074141,42032,14,0.492,0.553,0.061
715,B,8,329,28.92561983,42032,14,0.344,0.484,0.14
716,C,8,330,19.01840491,42032,14,0.396,0.489,0.093
717,D,8,331,21.55688623,42032,14,0.524,0.668,0.144
718,E,8,332,28.44036697,42032,14,0.39,0.545,0.155
719,F,8,333,22.78481013,42032,14,0.427,0.553,0.126
720,G,8,334,25.40106952,42032,14,0.279,0.374,0.095
721,H,8,335,22.22222222,42032,14,0.392,0.504,0.112
722,A,10,P721Q,21.16244411,42032,14,0.529,0.671,0.142
723,B,10,329,30.69767442,42032,14,0.298,0.43,0.132
724,C,10,330,9.330628803,42032,14,0.447,0.493,0.046
725,D,10,331,23.48111658,42032,14,0.466,0.609,0.143
726,E,10,332,33.20158103,42032,14,0.338,0.506,0.168
727,F,10,333,19.04,42032,14,0.506,0.625,0.119
728,G,10,334,16.91648822,42032,14,0.388,0.467,0.079
729,H,10,335,19.63636364,42032,14,0.442,0.55,0.108
730,B,12,329,27.39420935,42032,14,0.326,0.449,0.123
731,C,12,330,17.90744467,42032,14,0.408,0.497,0.089
732,D,12,331,26.2350937,42032,14,0.433,0.587,0.154
733,E,12,332,26.97841727,42032,14,0.406,0.556,0.15
734,F,12,333,21.81208054,42032,14,0.466,0.596,0.13
735,G,12,334,24.4047619,42032,14,0.254,0.336,0.082
736,H,12,335,23.93822394,42032,14,0.394,0.518,0.124
737,A,2,336,12.52566735,42033,15,0.428,0.489,0.061
738,B,2,337,4.978662873,42033,15,0.67,0.705,0.035
739,D,2,339,8.550724638,42033,15,0.633,0.692,0.059
740,E,2,340,15.06849315,42033,15,0.436,0.513,0.077
741,F,2,341,4.014167651,42033,15,0.815,0.849,0.034
742,G,2,342,6.269925611,42033,15,0.884,0.943,0.059
743,H,2,343,8.439897698,42033,15,0.718,0.784,0.066
744,A,4,336,22.50996016,42033,15,0.391,0.504,0.113
745,B,4,337,5.466666667,42033,15,0.711,0.752,0.041
746,C,4,338,38.90784983,42033,15,0.539,0.881,0.342
747,D,4,339,9.930313589,42033,15,0.519,0.576,0.057
748,E,4,340,21.61172161,42033,15,0.43,0.548,0.118
749,F,4,341,1.14416476,42033,15,0.866,0.876,0.01
750,G,4,342,5.25751073,42033,15,0.885,0.934,0.049
751,H,4,343,11.53846154,42033,15,0.669,0.756,0.087
752,A,6,336,16.89814815,42033,15,0.361,0.434,0.073
753,B,6,337,3.40356564,42033,15,0.598,0.619,0.021
754,C,6,338,0.126262626,42033,15,0.793,0.794,0.001
755,D,6,339,5.322580645,42033,15,0.589,0.622,0.033
756,E,6,340,1.303538175,42033,15,0.532,0.539,0.007
757,A,8,Tx623,13.2505176,42033,15,0.421,0.485,0.064
758,B,8,344,13.48973607,42033,15,0.592,0.684,0.092
759,D,8,346,14.37125749,42033,15,0.574,0.67,0.096
760,E,8,347,0.545702592,42033,15,0.731,0.735,0.004
761,F,8,348,0.409276944,42033,15,0.732,0.735,0.003
762,G,8,349,16.37583893,42033,15,0.625,0.747,0.122
763,H,8,350,4.487179487,42033,15,0.747,0.782,0.035
764,A,10,P721Q,32.07831325,42033,15,0.453,0.666,0.213
765,B,10,344,7.142857143,42033,15,0.678,0.73,0.052
766,C,10,345,14.91596639,42033,15,0.407,0.478,0.071
767,D,10,346,21.75502742,42033,15,0.43,0.549,0.119
768,E,10,347,1.348039216,42033,15,0.807,0.818,0.011
769,F,10,348,17.02412869,42033,15,0.621,0.748,0.127
770,G,10,349,17.3564753,42033,15,0.621,0.751,0.13
771,H,10,350,14.74719101,42033,15,0.609,0.714,0.105
772,B,12,344,25.45731707,42033,15,0.491,0.658,0.167
773,C,12,345,2.631578947,42033,15,0.372,0.382,0.01
774,D,12,346,24.35897436,42033,15,0.415,0.548,0.133
775,F,12,348,7.993474715,42033,15,0.566,0.615,0.049
776,G,12,349,4.559748428,42033,15,0.609,0.638,0.029
777,H,12,350,2.607361963,42033,15,0.637,0.654,0.017
778,A,2,351,4.627249357,42033,16,0.557,0.584,0.027
779,C,2,353,0.307929176,42033,16,0.648,0.65,0.002
780,F,2,356,25.59456399,42033,16,0.329,0.442,0.113
781,H,2,358,11.55094095,42033,16,0.682,0.771,0.089
782,A,4,351,13.89504804,42033,16,0.583,0.677,0.094
783,B,4,352,18.32061069,42033,16,0.589,0.721,0.132
784,C,4,353,14.70388019,42033,16,0.627,0.735,0.108
785,D,4,354,23.74893978,42033,16,0.45,0.59,0.14
786,E,4,355,17.03521704,42033,16,0.507,0.611,0.104
787,F,4,356,25.83810303,42033,16,0.454,0.612,0.158
788,G,4,357,9.01889092,42033,16,0.747,0.821,0.074
789,H,4,358,7.154835103,42033,16,0.831,0.895,0.064
790,A,6,351,12.15900234,42033,16,0.564,0.642,0.078
791,B,6,352,7.612031921,42033,16,0.753,0.815,0.062
792,C,6,353,10.61359867,42033,16,0.809,0.905,0.096
793,D,6,354,16.68341709,42033,16,0.415,0.498,0.083
794,E,6,355,4.022346369,42033,16,0.43,0.448,0.018
795,F,6,356,22.99049265,42033,16,0.446,0.579,0.133
796,G,6,357,5.558912387,42033,16,0.782,0.828,0.046
797,H,6,358,8.517887564,42033,16,0.806,0.881,0.075
798,A,8,Tx623,10.31426269,42033,16,0.557,0.621,0.064
799,B,8,359,12.23529412,42033,16,0.56,0.638,0.078
800,C,8,360,6.62151994,42033,16,0.621,0.665,0.044
801,D,8,361,39.57597173,42033,16,0.257,0.425,0.168
802,E,8,362,29.2257361,42033,16,0.325,0.459,0.134
803,F,8,363,6.896551724,42033,16,0.635,0.682,0.047
804,G,8,364,20.04454343,42033,16,0.539,0.674,0.135
805,H,8,365,19.88590057,42033,16,0.492,0.614,0.122
806,A,10,P721Q,29.7108674,42033,16,0.353,0.502,0.149
807,B,10,359,3.176704169,42033,16,0.732,0.756,0.024
808,C,10,360,9.715857012,42033,16,0.493,0.546,0.053
809,D,10,361,24.69135802,42033,16,0.336,0.446,0.11
810,E,10,362,20.47244094,42033,16,0.354,0.445,0.091
811,F,10,363,5.375494071,42033,16,0.599,0.633,0.034
812,G,10,364,7.730147576,42033,16,0.657,0.712,0.055
813,H,10,365,10.33153431,42033,16,0.582,0.649,0.067
814,B,12,359,6.773920406,42033,16,0.551,0.591,0.04
815,C,12,360,11.28298453,42033,16,0.488,0.55,0.062
816,D,12,361,29.96670366,42033,16,0.316,0.451,0.135
817,E,12,362,26.95924765,42033,16,0.35,0.479,0.129
818,F,12,363,5.594405594,42033,16,0.608,0.644,0.036
819,G,12,364,7.095343681,42033,16,0.629,0.677,0.048
820,H,12,365,19.20830629,42033,16,0.623,0.771,0.148
821,A,2,366,16.45885287,42034,17,0.335,0.401,0.066
822,B,2,367,14.20689655,42034,17,0.622,0.725,0.103
823,C,2,368,23.92241379,42034,17,0.353,0.464,0.111
824,D,2,369,7.726269316,42034,17,0.836,0.906,0.07
825,E,2,370,24.18670438,42034,17,0.536,0.707,0.171
826,F,2,371,24.50980392,42034,17,0.462,0.612,0.15
827,G,2,372,20.99853157,42034,17,0.538,0.681,0.143
828,H,2,373,27.4,42034,17,0.363,0.5,0.137
829,A,4,366,16.60447761,42034,17,0.447,0.536,0.089
830,B,4,367,14.04639175,42034,17,0.667,0.776,0.109
831,C,4,368,16.17391304,42034,17,0.482,0.575,0.093
832,D,4,369,15.69506726,42034,17,0.752,0.892,0.14
833,E,4,370,20.69425901,42034,17,0.594,0.749,0.155
834,F,4,371,11.747851,42034,17,0.616,0.698,0.082
835,G,4,372,15.33646322,42034,17,0.541,0.639,0.098
836,H,4,373,28.29076621,42034,17,0.365,0.509,0.144
837,A,6,366,12.5,42034,17,0.35,0.4,0.05
838,B,6,367,8.683068017,42034,17,0.631,0.691,0.06
839,C,6,368,8.315098468,42034,17,0.419,0.457,0.038
840,D,6,369,19.42215088,42034,17,0.502,0.623,0.121
841,E,6,370,7.188498403,42034,17,0.581,0.626,0.045
842,F,6,371,18.03278689,42034,17,0.5,0.61,0.11
843,G,6,372,13.38842975,42034,17,0.524,0.605,0.081
844,H,6,373,12.75045537,42034,17,0.479,0.549,0.07
845,A,8,Tx623,18.79084967,42034,17,0.497,0.612,0.115
846,B,8,374,11.33400201,42034,17,0.884,0.997,0.113
847,C,8,375,35.27272727,42034,17,0.178,0.275,0.097
848,D,8,376,16.38655462,42034,17,0.398,0.476,0.078
849,E,8,377,20.24691358,42034,17,0.323,0.405,0.082
850,F,8,378,8.431163287,42034,17,0.858,0.937,0.079
851,G,8,379,20.84063047,42034,17,0.452,0.571,0.119
852,H,8,380,16.89587426,42034,17,0.423,0.509,0.086
853,A,10,P721Q,39.33823529,42034,17,0.33,0.544,0.214
854,B,10,374,12.61950287,42034,17,0.914,1.046,0.132
855,C,10,375,24.72049689,42034,17,0.606,0.805,0.199
856,D,10,376,20.625,42034,17,0.381,0.48,0.099
857,E,10,377,23.22834646,42034,17,0.39,0.508,0.118
858,F,10,378,12.05673759,42034,17,0.868,0.987,0.119
859,G,10,379,17.29559748,42034,17,0.526,0.636,0.11
860,H,10,380,14.67576792,42034,17,0.5,0.586,0.086
861,B,12,374,9.034653465,42034,17,0.735,0.808,0.073
862,C,12,375,19.71830986,42034,17,0.399,0.497,0.098
863,D,12,376,9.583333333,42034,17,0.434,0.48,0.046
864,E,12,377,18.96955504,42034,17,0.346,0.427,0.081
865,F,12,378,9.068627451,42034,17,0.742,0.816,0.074
866,G,12,379,28.26086957,42034,17,0.297,0.414,0.117
867,H,12,380,14.37246964,42034,17,0.423,0.494,0.071
868,A,2,381,6.882312457,42034,18,0.677,0.727,0.05
869,B,2,382,28.23250297,42034,18,0.303,0.422,0.119
870,C,2,383,13.32510796,42034,18,0.703,0.811,0.108
871,D,2,384,9.351256575,42034,18,0.776,0.856,0.08
872,F,2,386,19.89758595,42034,18,0.548,0.684,0.136
873,G,2,387,11.32516054,42034,18,0.76,0.857,0.097
874,H,2,388,15.97281223,42034,18,0.495,0.589,0.094
875,A,4,381,15.59238797,42034,18,0.688,0.815,0.127
876,B,4,382,32.62279889,42034,18,0.364,0.54,0.176
877,C,4,383,10.95584125,42034,18,0.797,0.895,0.098
878,D,4,384,13.06847883,42034,18,0.832,0.957,0.125
879,E,4,385,20.40317654,42034,18,0.652,0.819,0.167
880,F,4,386,19.83715766,42034,18,0.542,0.676,0.134
881,G,4,387,14.49120938,42034,18,0.803,0.939,0.136
882,H,4,388,19.70649895,42034,18,0.575,0.716,0.141
883,A,6,381,10.66666667,42034,18,0.704,0.788,0.084
884,B,6,382,24.45081184,42034,18,0.396,0.524,0.128
885,C,6,383,10.03861004,42034,18,0.816,0.907,0.091
886,D,6,384,6.193272824,42034,18,0.879,0.937,0.058
887,E,6,385,55.59232296,42034,18,0.336,0.756,0.42
888,F,6,386,21.5498155,42034,18,0.532,0.678,0.146
889,G,6,387,9.334092203,42034,18,0.797,0.879,0.082
890,H,6,388,22.26179875,42034,18,0.437,0.562,0.125
891,B,8,389,4.37397485,42034,18,0.875,0.915,0.04
892,C,8,390,11.3085622,42034,18,0.824,0.929,0.105
893,D,8,391,13.45707657,42034,18,0.56,0.647,0.087
894,E,8,392,31.48316652,42034,18,0.377,0.55,0.173
